APPLICATION,DEVICECODE,METERNUMBER,REGISTERNUM,BUILTCONFIG,INSTALLCONFIG,BILLEDFLAG,REGISTERCONFIG,SERIALNUMBER,OTHERDEVICECODE1,OTHERDEVICEID1,OTHERDEVICEMARRY1,OTHERDEVICECODE2,OTHERDEVICEID2,OTHERDEVICEMARRY2,METERMAKE,METERSIZE,METERKIND,METERMODEL,DIALS,DEADZEROES,READTYPE,TESTCIRCLE,AMPS,VOLTS,FLEXFIELD1,FLEXFIELD2,FLEXFIELD3,INITIALINSTALLDATE,CURRENTINSTALLDATE,MULTIPLIER,CTNUMBER,VTNUMBER,PONUMBER,PODATE,PURCHASECOST,RETIREDATE,ASSETTAXDISTRICT,BIDIRECTIONALFLAG,PRIVATELYOWNED,COMMENTS,BATTERYDATE,AMIFLAG,AMITYPE,IPADDRESS,PROBEMETERID,PROBEMETERPASSWORD,PROBEMETERNAME,UPDATEDATE
5,0,"23X592952",1,501,501,"Y",1,"23X592952",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2023-01-01",,1,,,,"2023-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"23X592963",1,501,501,"Y",1,"23X592963",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2023-01-01",,1,,,,"2023-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"23X592691",1,501,501,"Y",1,"23X592691",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2023-01-01",,1,,,,"2023-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"23X592992",1,501,501,"Y",1,"23X592992",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2023-01-01",,1,,,,"2023-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"23X592906",1,501,501,"Y",1,"23X592906",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2023-01-01",,1,,,,"2023-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"23X592948",1,501,501,"Y",1,"23X592948",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2023-01-01",,1,,,,"2023-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"23X592949",1,501,501,"Y",1,"23X592949",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2023-01-01",,1,,,,"2023-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"23X592950",1,501,501,"Y",1,"23X592950",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2023-01-01",,1,,,,"2023-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"23X592937",1,501,501,"Y",1,"23X592937",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2023-01-01",,1,,,,"2023-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"24Y439172",1,501,501,"Y",1,"24Y439172",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2024-01-01",,1,,,,"2024-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"23X592893",1,501,501,"Y",1,"23X592893",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2023-01-01",,1,,,,"2023-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"23X592698",1,501,501,"Y",1,"23X592698",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2023-01-01",,1,,,,"2023-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"23X592705",1,501,501,"Y",1,"23X592705",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2023-01-01",,1,,,,"2023-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"24Y439173",1,501,501,"Y",1,"24Y439173",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2024-01-01",,1,,,,"2024-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"24Y439130",1,501,501,"Y",1,"24Y439130",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2024-01-01",,1,,,,"2024-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"24Y439131",1,501,501,"Y",1,"24Y439131",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2024-01-01",,1,,,,"2024-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"24Y439132",1,501,501,"Y",1,"24Y439132",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2024-01-01",,1,,,,"2024-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"24Y439133",1,501,501,"Y",1,"24Y439133",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2024-01-01",,1,,,,"2024-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"24Y439134",1,501,501,"Y",1,"24Y439134",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2024-01-01",,1,,,,"2024-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"24Y439135",1,501,501,"Y",1,"24Y439135",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2024-01-01",,1,,,,"2024-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"24Y439136",1,501,501,"Y",1,"24Y439136",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2024-01-01",,1,,,,"2024-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"24Y439137",1,501,501,"Y",1,"24Y439137",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2024-01-01",,1,,,,"2024-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"24Y439138",1,501,501,"Y",1,"24Y439138",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2024-01-01",,1,,,,"2024-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"24Y439166",1,501,501,"Y",1,"24Y439166",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2024-01-01",,1,,,,"2024-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"23X593034",1,501,501,"Y",1,"23X593034",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2023-01-01",,1,,,,"2023-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"23X592733",1,501,501,"Y",1,"23X592733",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2023-01-01",,1,,,,"2023-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"24Y439075",1,501,501,"Y",1,"24Y439075",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2024-01-01",,1,,,,"2024-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"23X592728",1,501,501,"Y",1,"23X592728",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2023-01-01",,1,,,,"2023-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"24Y439078",1,501,501,"Y",1,"24Y439078",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2024-01-01",,1,,,,"2024-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG1429161",1,501,501,"Y",1,"1429161",,,,,,,2,14,3,175,5,2,1,,,,14,14,0,"2015-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG14Y410401",1,501,501,"Y",1,"14Y410401",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2014-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W014100",1,501,501,"Y",1,"13W014100",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"2052301",1,501,501,"Y",1,"2052301",,,,,,,2,40,3,99,5,2,1,,,,40,40,0,"2021-01-01",,1,,,,"2020-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"2052325",1,501,501,"Y",1,"2052325",,,,,,,2,14,3,175,5,2,1,,,,14,14,0,"2021-01-01",,1,,,,"2020-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W053585",1,501,501,"Y",1,"22W053585",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P938570",1,501,501,"Y",1,"21P938570",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"14Y503589",1,501,501,"Y",1,"14Y503589",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2015-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"14Y503572",1,501,501,"Y",1,"14Y503572",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2015-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"15C989801",1,501,501,"Y",1,"15C989801",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2015-01-01",,1,,,,"2015-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"14X983051",1,501,501,"Y",1,"14X983051",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2020-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W490491",1,501,501,"Y",1,"22W490491",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"13W086187",1,501,501,"Y",1,"13W086187",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2018-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"14X983105",1,501,501,"Y",1,"14X983105",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2011-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"1305828",1,501,501,"Y",1,"1305828",,,,,,,2,66,3,175,5,2,1,,,,66,66,0,"2016-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P744448",1,501,501,"Y",1,"21P744448",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"14Y452012",1,501,501,"Y",1,"14Y452012",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2017-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"17H331764",1,501,501,"Y",1,"17H331764",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2014-01-01",,1,,,,"2017-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"19M088269",1,501,501,"Y",1,"19M088269",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2019-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"20P675430",1,501,501,"Y",1,"20P675430",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2021-01-01",,1,,,,"2020-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"14X983117",1,501,501,"Y",1,"14X983117",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2011-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P710443",1,501,501,"Y",1,"21P710443",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P938810",1,501,501,"Y",1,"21P938810",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W053556",1,501,501,"Y",1,"22W053556",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P744449",1,501,501,"Y",1,"21P744449",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P938726",1,501,501,"Y",1,"21P938726",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W490492",1,501,501,"Y",1,"22W490492",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W053549",1,501,501,"Y",1,"22W053549",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P710537",1,501,501,"Y",1,"21P710537",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"17H331634",1,501,501,"Y",1,"17H331634",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2017-01-01",,1,,,,"2017-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P710538",1,501,501,"Y",1,"21P710538",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P710539",1,501,501,"Y",1,"21P710539",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB003381",1,501,501,"Y",1,"1248703",,,,,,,2,40,3,99,5,2,1,,,,40,40,0,"2013-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P710540",1,501,501,"Y",1,"21P710540",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21T645500",1,501,501,"Y",1,"21T645500",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01734",1,501,501,"Y",1,"0942565",,,,,,,2,14,3,175,5,2,1,,,,14,14,0,"2010-01-01",,1,,,,"2009-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W061536",1,501,501,"Y",1,"22W061536",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21T645493",1,501,501,"Y",1,"21T645493",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB00157",1,501,501,"Y",1,"0123559",,,,,,,2,40,3,99,5,2,1,,,,40,40,0,"2003-01-01",,1,,,,"2001-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21T645509",1,501,501,"Y",1,"21T645509",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"23W914147",1,501,501,"Y",1,"23W914147",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2023-01-01",,1,,,,"2023-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"23W914148",1,501,501,"Y",1,"23W914148",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2023-01-01",,1,,,,"2023-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22T716019",1,501,501,"Y",1,"22T716019",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2021-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB00159",1,501,501,"Y",1,"0123561",,,,,,,2,40,3,99,5,2,1,,,,40,40,0,"2004-01-01",,1,,,,"2001-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"2052323",1,501,501,"Y",1,"2052323",,,,,,,2,12,3,175,5,2,1,,,,12,12,0,"2020-01-01",,1,,,,"2020-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"13W086181",1,501,501,"Y",1,"13W086181",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2010-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB01620",1,501,501,"Y",1,"09L035346",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2010-01-01",,1,,,,"2009-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02515",1,501,501,"Y",1,"11P230412",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02900",1,501,501,"Y",1,"11P944489",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02896",1,501,501,"Y",1,"11P944485",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02940",1,501,501,"Y",1,"11P944529",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02824",1,501,501,"Y",1,"11P944413",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P938703",1,501,501,"Y",1,"21P938703",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"23X593006",1,501,501,"Y",1,"23X593006",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2023-01-01",,1,,,,"2023-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W471876",1,501,501,"Y",1,"13W471876",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W294053",1,501,501,"Y",1,"22W294053",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"13W086167",1,501,501,"Y",1,"13W086167",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2011-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21T645476",1,501,501,"Y",1,"21T645476",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W053619",1,501,501,"Y",1,"22W053619",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"15C989881",1,501,501,"Y",1,"15C989881",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2011-01-01",,1,,,,"2015-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21T645492",1,501,501,"Y",1,"21T645492",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21T645491",1,501,501,"Y",1,"21T645491",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P744418",1,501,501,"Y",1,"21P744418",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"13W086166",1,501,501,"Y",1,"13W086166",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2011-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB00920",1,501,501,"Y",1,"08K269289",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2012-01-01",,1,,,,"2008-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P710508",1,501,501,"Y",1,"21P710508",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W294153",1,501,501,"Y",1,"22W294153",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02526",1,501,501,"Y",1,"11P230423",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB003398",1,501,501,"Y",1,"1248762",,,,,,,2,12,3,175,5,2,1,,,,12,12,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W293977",1,501,501,"Y",1,"22W293977",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W293978",1,501,501,"Y",1,"22W293978",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P710545",1,501,501,"Y",1,"21P710545",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W013954",1,501,501,"Y",1,"13W013954",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W294063",1,501,501,"Y",1,"22W294063",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"20M931829",1,501,501,"Y",1,"20M931829",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2020-01-01",,1,,,,"2020-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P710525",1,501,501,"Y",1,"21P710525",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02507",1,501,501,"Y",1,"11P230404",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02509",1,501,501,"Y",1,"11P230406",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02838",1,501,501,"Y",1,"11P944427",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB001793",1,501,501,"Y",1,"09L520176",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2010-01-01",,1,,,,"2009-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"20P675410",1,501,501,"Y",1,"20P675410",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2020-01-01",,1,,,,"2020-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02924",1,501,501,"Y",1,"11P944513",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02762",1,501,501,"Y",1,"11P944351",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"19M088332",1,501,501,"Y",1,"19M088332",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2018-01-01",,1,,,,"2019-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W086044",1,501,501,"Y",1,"13W086044",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W294064",1,501,501,"Y",1,"22W294064",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"2052308",1,501,501,"Y",1,"2052308",,,,,,,2,14,3,175,5,2,1,,,,14,14,0,"2021-01-01",,1,,,,"2020-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"2126427",1,501,501,"Y",1,"2126427",,,,,,,2,12,3,175,5,2,1,,,,12,12,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"20M931809",1,501,501,"Y",1,"20M931809",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2010-01-01",,1,,,,"2020-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W472019",1,501,501,"Y",1,"13W472019",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"23W914063",1,501,501,"Y",1,"23W914063",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2023-01-01",,1,,,,"2023-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03041",1,501,501,"Y",1,"11P942648",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2012-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"14X983070",1,501,501,"Y",1,"14X983070",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2020-01-01",,1,,,,"2014-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02062",1,501,501,"Y",1,"10M755089",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2010-01-01",,1,,,,"2010-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02907",1,501,501,"Y",1,"11P944496",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG1201138",1,501,501,"Y",1,"1201138",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2012-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W294058",1,501,501,"Y",1,"22W294058",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W053620",1,501,501,"Y",1,"22W053620",,,,,,,1,4,1,10,4,2,1,,,,4,4,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"22W061548",1,501,501,"Y",1,"22W061548",,,,,,,1,2,2,10,4,2,1,,,,2,2,0,"2022-01-01",,1,,,,"2022-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BG13W471978",1,501,501,"Y",1,"13W471978",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2013-01-01",,1,,,,"2013-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02504",1,501,501,"Y",1,"11P230401",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"21P938799",1,501,501,"Y",1,"21P938799",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2021-01-01",,1,,,,"2021-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB03216",1,501,501,"Y",1,"12R428660",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2011-01-01",,1,,,,"2012-01-01",,,8,"N","N",,,"Y",0,,,,,
5,0,"BGB02465",1,501,501,"Y",1,"11P230362",,,,,,,1,1,1,5,4,2,1,,,,1,1,0,"2011-01-01",,1,,,,"2011-01-01",,,8,"N","N",,,"Y",0,,,,,
